resample,threshold,oob_cpwer,oob_compute,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
456,0.01,0.732706,1.428031,24,24,0.311688,1.0
457,0.01,0.728057,1.380472,27,24,0.350649,0.888889
458,0.01,0.758949,1.329255,26,20,0.337662,0.769231
459,0.01,0.732085,1.376667,25,22,0.324675,0.88
460,0.01,0.795942,1.345717,26,21,0.337662,0.807692
461,0.01,0.793587,1.325304,25,19,0.324675,0.76
462,0.01,0.762109,1.321023,28,21,0.363636,0.75
463,0.01,0.798588,1.378643,26,23,0.337662,0.884615
464,0.01,0.713559,1.368992,29,25,0.376623,0.862069
465,0.01,0.766109,1.356693,36,30,0.467532,0.833333
466,0.01,0.671572,1.351597,28,23,0.363636,0.821429
467,0.01,0.838373,1.378643,26,23,0.337662,0.884615
468,0.01,0.74928,1.351597,28,23,0.363636,0.821429
469,0.01,0.77559,1.299622,30,21,0.38961,0.7
470,0.01,0.838363,1.382171,28,25,0.363636,0.892857
471,0.01,0.80121,1.366884,35,30,0.454545,0.857143
472,0.01,0.727266,1.373155,39,34,0.506494,0.871795
473,0.01,0.846593,1.413763,30,29,0.38961,0.966667
474,0.01,0.864722,1.313889,30,22,0.38961,0.733333
475,0.01,0.783546,1.36218,26,22,0.337662,0.846154
476,0.01,0.817984,1.348766,27,22,0.350649,0.814815
477,0.01,0.782174,1.36218,26,22,0.337662,0.846154
478,0.01,0.75465,1.363178,33,28,0.428571,0.848485
479,0.01,0.802187,1.358994,31,26,0.402597,0.83871
480,0.01,0.729332,1.342425,25,20,0.324675,0.8
481,0.01,0.739403,1.40209,33,31,0.428571,0.939394
482,0.01,0.8238,1.339907,34,27,0.441558,0.794118
483,0.01,0.81596,1.353591,23,19,0.298701,0.826087
484,0.01,0.788338,1.372801,31,27,0.402597,0.870968
485,0.01,0.834871,1.356693,30,25,0.38961,0.833333
486,0.01,0.750502,1.354233,29,24,0.376623,0.827586
487,0.01,0.68281,1.368992,29,25,0.376623,0.862069
488,0.01,0.777962,1.395106,26,24,0.337662,0.923077
489,0.01,0.721545,1.348766,27,22,0.350649,0.814815
490,0.01,0.812034,1.359546,25,21,0.324675,0.84
491,0.01,0.837249,1.356693,30,25,0.38961,0.833333
492,0.01,0.849737,1.332913,27,21,0.350649,0.777778
493,0.01,0.711018,1.366884,28,24,0.363636,0.857143
494,0.01,0.765188,1.332913,27,21,0.350649,0.777778
495,0.01,0.791826,1.345717,26,21,0.337662,0.807692
496,0.01,0.810427,1.351597,28,23,0.363636,0.821429
497,0.01,0.817104,1.372801,31,27,0.402597,0.870968
498,0.01,0.766517,1.358994,31,26,0.402597,0.83871
499,0.01,0.73777,1.366884,28,24,0.363636,0.857143
500,0.01,0.779215,1.345186,31,25,0.402597,0.806452
501,0.01,0.823362,1.31706,27,20,0.350649,0.740741
502,0.01,0.844732,1.382171,28,25,0.363636,0.892857
503,0.01,0.756011,1.395106,26,24,0.337662,0.923077
504,0.01,0.777306,1.351597,28,23,0.363636,0.821429
505,0.01,0.757666,1.41091,25,24,0.324675,0.96
506,0.01,0.756547,1.377674,34,30,0.441558,0.882353
507,0.01,0.794132,1.358994,31,26,0.402597,0.83871
508,0.01,0.743858,1.329255,26,20,0.337662,0.769231
509,0.01,0.790879,1.356693,30,25,0.38961,0.833333
510,0.01,0.698206,1.316371,23,17,0.298701,0.73913
511,0.01,0.760385,1.339473,29,23,0.376623,0.793103
512,0.01,0.799926,1.345186,31,25,0.402597,0.806452
513,0.01,0.646049,1.366884,28,24,0.363636,0.857143
514,0.01,0.798637,1.36218,26,22,0.337662,0.846154
515,0.01,0.850507,1.376667,25,22,0.324675,0.88
516,0.01,0.776687,1.36218,26,22,0.337662,0.846154
517,0.01,0.713579,1.36218,26,22,0.337662,0.846154
518,0.01,0.809009,1.386609,31,28,0.402597,0.903226
519,0.01,0.80151,1.351597,28,23,0.363636,0.821429
520,0.01,0.699643,1.33631,28,22,0.363636,0.785714
521,0.01,0.704126,1.342425,30,24,0.38961,0.8
522,0.01,0.763065,1.358994,31,26,0.402597,0.83871
523,0.01,0.802727,1.37096,30,26,0.38961,0.866667
524,0.01,0.692952,1.378643,26,23,0.337662,0.884615
525,0.01,0.917992,1.36218,26,22,0.337662,0.846154
526,0.01,0.796393,1.372801,31,27,0.402597,0.870968
527,0.01,0.780706,1.324266,33,25,0.428571,0.757576
528,0.01,0.810241,1.358994,31,26,0.402597,0.83871
529,0.01,0.670343,1.33631,28,22,0.363636,0.785714
530,0.01,0.82861,1.372801,31,27,0.402597,0.870968
531,0.01,0.823398,1.376667,25,22,0.324675,0.88
532,0.01,0.850008,1.321023,28,21,0.363636,0.75
533,0.01,0.799788,1.324713,29,22,0.376623,0.758621
534,0.01,0.804621,1.354233,29,24,0.376623,0.827586
535,0.01,0.741892,1.354233,29,24,0.376623,0.827586
536,0.01,0.762943,1.400416,31,29,0.402597,0.935484
537,0.01,0.772357,1.352496,34,28,0.441558,0.823529
538,0.01,0.764388,1.345717,26,21,0.337662,0.807692
539,0.01,0.767668,1.358994,31,26,0.402597,0.83871
540,0.01,0.759112,1.354233,29,24,0.376623,0.827586
541,0.01,0.78715,1.361151,32,27,0.415584,0.84375
542,0.01,0.780994,1.348766,27,22,0.350649,0.814815
543,0.01,0.777842,1.342425,30,24,0.38961,0.8
544,0.01,0.763297,1.363178,33,28,0.428571,0.848485
545,0.01,0.768433,1.33631,28,22,0.363636,0.785714
546,0.01,0.832493,1.356693,30,25,0.38961,0.833333
547,0.01,0.724586,1.383752,29,26,0.376623,0.896552
548,0.01,0.746397,1.321023,24,18,0.311688,0.75
549,0.01,0.825864,1.364619,27,23,0.350649,0.851852
550,0.01,0.777603,1.352496,34,28,0.441558,0.823529
551,0.01,0.805147,1.356693,30,25,0.38961,0.833333
552,0.01,0.686516,1.376148,33,29,0.428571,0.878788
553,0.01,0.776823,1.342425,35,28,0.454545,0.8
554,0.01,0.788631,1.354233,29,24,0.376623,0.827586
555,0.01,0.8366,1.354233,29,24,0.376623,0.827586
556,0.01,0.788636,1.397457,28,26,0.363636,0.928571
557,0.01,0.756975,1.387903,32,29,0.415584,0.90625
558,0.01,0.783498,1.378643,26,23,0.337662,0.884615
559,0.01,0.763122,1.390811,23,21,0.298701,0.913043
560,0.01,0.842794,1.339473,29,23,0.376623,0.793103
561,0.01,0.820645,1.342425,25,20,0.324675,0.8
562,0.01,0.757015,1.374527,32,28,0.415584,0.875
563,0.01,0.825714,1.351597,28,23,0.363636,0.821429
564,0.01,0.797265,1.36218,26,22,0.337662,0.846154
565,0.01,0.728942,1.33631,28,22,0.363636,0.785714
566,0.01,0.842185,1.382171,28,25,0.363636,0.892857
567,0.01,0.787662,1.36218,26,22,0.337662,0.846154
568,0.01,0.716673,1.321023,24,18,0.311688,0.75
569,0.01,0.776832,1.372801,31,27,0.402597,0.870968
570,0.01,0.798122,1.364619,27,23,0.350649,0.851852
571,0.01,0.856347,1.331379,31,24,0.402597,0.774194
572,0.01,0.721267,1.401279,32,30,0.415584,0.9375
573,0.01,0.772522,1.378643,26,23,0.337662,0.884615
574,0.01,0.759668,1.356693,24,20,0.311688,0.833333
575,0.01,0.778652,1.352496,34,28,0.441558,0.823529
576,0.01,0.690837,1.413763,30,29,0.38961,0.966667
577,0.01,0.827092,1.396325,27,25,0.350649,0.925926
578,0.01,0.823222,1.364619,27,23,0.350649,0.851852
579,0.01,0.84591,1.358994,31,26,0.402597,0.83871
580,0.01,0.820684,1.329255,26,20,0.337662,0.769231
581,0.01,0.782319,1.312792,26,19,0.337662,0.730769
582,0.01,0.800236,1.351597,28,23,0.363636,0.821429
583,0.01,0.787497,1.351597,28,23,0.363636,0.821429
584,0.01,0.835327,1.368992,29,25,0.376623,0.862069
585,0.01,0.817892,1.345717,26,21,0.337662,0.807692
586,0.01,0.781325,1.37096,30,26,0.38961,0.866667
587,0.01,0.787729,1.376667,25,22,0.324675,0.88
588,0.01,0.730381,1.334399,32,25,0.415584,0.78125
589,0.01,0.860259,1.348766,27,22,0.350649,0.814815
590,0.01,0.859168,1.342425,25,20,0.324675,0.8
591,0.01,0.781037,1.382171,28,25,0.363636,0.892857
592,0.01,0.775058,1.368992,29,25,0.376623,0.862069
593,0.01,0.806378,1.342425,25,20,0.324675,0.8
594,0.01,0.782667,1.345186,31,25,0.402597,0.806452
595,0.01,0.827737,1.356693,30,25,0.38961,0.833333
596,0.01,0.832103,1.358994,31,26,0.402597,0.83871
597,0.01,0.781435,1.372801,31,27,0.402597,0.870968
598,0.01,0.720439,1.36218,26,22,0.337662,0.846154
599,0.01,0.761271,1.31706,27,20,0.350649,0.740741
600,0.01,0.736842,1.398512,29,27,0.376623,0.931034
601,0.01,0.784892,1.37096,30,26,0.38961,0.866667
602,0.01,0.622705,1.389119,33,30,0.428571,0.909091
603,0.01,0.726395,1.33631,28,22,0.363636,0.785714
604,0.01,0.8049,1.359546,25,21,0.324675,0.84
605,0.01,0.793707,1.323915,37,28,0.480519,0.756757
606,0.01,0.739694,1.345717,26,21,0.337662,0.807692
607,0.01,0.718014,1.324266,33,25,0.428571,0.757576
608,0.01,0.780265,1.428031,24,24,0.311688,1.0
609,0.01,0.78991,1.397457,28,26,0.363636,0.928571
610,0.01,0.818115,1.33631,28,22,0.363636,0.785714
611,0.01,0.76576,1.345717,26,21,0.337662,0.807692
612,0.01,0.771933,1.41091,25,24,0.324675,0.96
613,0.01,0.888002,1.348766,27,22,0.350649,0.814815
614,0.01,0.723304,1.363178,33,28,0.428571,0.848485
615,0.01,0.740816,1.399496,30,28,0.38961,0.933333
616,0.01,0.711063,1.351597,28,23,0.363636,0.821429
617,0.01,0.778791,1.354233,29,24,0.376623,0.827586
618,0.01,0.782394,1.383752,29,26,0.376623,0.896552
619,0.01,0.775505,1.352496,34,28,0.441558,0.823529
620,0.01,0.859718,1.358994,31,26,0.402597,0.83871
621,0.01,0.786604,1.316371,23,17,0.298701,0.73913
622,0.01,0.737815,1.351597,28,23,0.363636,0.821429
623,0.01,0.794863,1.376667,25,22,0.324675,0.88
624,0.01,0.782222,1.380472,27,24,0.350649,0.888889
625,0.01,0.802898,1.312792,26,19,0.337662,0.730769
626,0.01,0.735986,1.366884,35,30,0.454545,0.857143
627,0.01,0.727132,1.354233,29,24,0.376623,0.827586
628,0.01,0.802656,1.395106,26,24,0.337662,0.923077
629,0.01,0.723183,1.36218,26,22,0.337662,0.846154
630,0.01,0.673794,1.36218,26,22,0.337662,0.846154
631,0.01,0.685854,1.297761,23,16,0.298701,0.695652
632,0.01,0.725031,1.366884,28,24,0.363636,0.857143
633,0.01,0.826026,1.378643,26,23,0.337662,0.884615
634,0.01,0.756097,1.307647,32,23,0.415584,0.71875
635,0.01,0.750562,1.364619,27,23,0.350649,0.851852
636,0.01,0.764722,1.356693,30,25,0.38961,0.833333
637,0.01,0.729136,1.328157,30,23,0.38961,0.766667
638,0.01,0.824212,1.342425,30,24,0.38961,0.8
639,0.01,0.883992,1.364619,27,23,0.350649,0.851852
640,0.01,0.750449,1.345186,31,25,0.402597,0.806452
641,0.01,0.798336,1.347775,32,26,0.415584,0.8125
642,0.01,0.753688,1.308182,25,18,0.324675,0.72
643,0.01,0.748042,1.354233,29,24,0.376623,0.827586
644,0.01,0.858457,1.327318,34,26,0.441558,0.764706
645,0.01,0.740272,1.382171,28,25,0.363636,0.892857
646,0.01,0.780365,1.345186,31,25,0.402597,0.806452
647,0.01,0.809709,1.329255,26,20,0.337662,0.769231
648,0.01,0.829206,1.342425,25,20,0.324675,0.8
649,0.01,0.732689,1.395106,26,24,0.337662,0.923077
650,0.01,0.769707,1.33631,28,22,0.363636,0.785714
651,0.01,0.836526,1.332913,27,21,0.350649,0.777778
652,0.01,0.785039,1.321023,28,21,0.363636,0.75
653,0.01,0.8849,1.325304,25,19,0.324675,0.76
654,0.01,0.856249,1.364619,27,23,0.350649,0.851852
655,0.01,0.797733,1.33631,28,22,0.363636,0.785714
656,0.01,0.769967,1.392362,24,22,0.311688,0.916667
657,0.01,0.851984,1.359546,25,21,0.324675,0.84
658,0.01,0.883745,1.313889,30,22,0.38961,0.733333
659,0.01,0.774928,1.347775,32,26,0.415584,0.8125
660,0.01,0.783817,1.345186,31,25,0.402597,0.806452
661,0.01,0.857416,1.358994,31,26,0.402597,0.83871
662,0.01,0.806965,1.329255,26,20,0.337662,0.769231
663,0.01,0.873044,1.313889,30,22,0.38961,0.733333
664,0.01,0.750458,1.368992,29,25,0.376623,0.862069
665,0.01,0.734803,1.332913,27,21,0.350649,0.777778
666,0.01,0.774758,1.351597,28,23,0.363636,0.821429
667,0.01,0.7809,1.342425,35,28,0.454545,0.8
668,0.01,0.844425,1.342425,30,24,0.38961,0.8
669,0.01,0.738766,1.332913,27,21,0.350649,0.777778
670,0.01,0.744439,1.324713,29,22,0.376623,0.758621
671,0.01,0.670734,1.376667,25,22,0.324675,0.88
672,0.01,0.743122,1.354233,29,24,0.376623,0.827586
673,0.01,0.745947,1.347775,32,26,0.415584,0.8125
674,0.01,0.746732,1.351597,28,23,0.363636,0.821429
675,0.01,0.857691,1.359546,25,21,0.324675,0.84
676,0.01,0.790837,1.37096,30,26,0.38961,0.866667
677,0.01,0.805851,1.354233,29,24,0.376623,0.827586
678,0.01,0.853794,1.301207,27,19,0.350649,0.703704
679,0.01,0.771455,1.339473,29,23,0.376623,0.793103
680,0.01,0.837134,1.366884,28,24,0.363636,0.857143
681,0.01,0.731917,1.386609,31,28,0.402597,0.903226
682,0.01,0.784892,1.37096,30,26,0.38961,0.866667
683,0.01,0.921123,1.31706,27,20,0.350649,0.740741
684,0.01,0.837333,1.328157,30,23,0.38961,0.766667
685,0.01,0.797767,1.359546,25,21,0.324675,0.84
686,0.01,0.852333,1.348766,27,22,0.350649,0.814815
687,0.01,0.812238,1.37096,30,26,0.38961,0.866667
688,0.01,0.782731,1.347775,32,26,0.415584,0.8125
689,0.01,0.691774,1.312792,26,19,0.337662,0.730769
690,0.01,0.77659,1.395106,26,24,0.337662,0.923077
691,0.01,0.746769,1.368992,29,25,0.376623,0.862069
692,0.01,0.68022,1.385228,30,27,0.38961,0.9
693,0.01,0.769325,1.390811,23,21,0.298701,0.913043
694,0.01,0.777474,1.383752,29,26,0.376623,0.896552
695,0.01,0.811426,1.332913,27,21,0.350649,0.777778
696,0.01,0.775852,1.412744,28,27,0.363636,0.964286
697,0.01,0.770177,1.321023,24,18,0.311688,0.75
698,0.01,0.78359,1.364619,27,23,0.350649,0.851852
699,0.01,0.713628,1.345717,26,21,0.337662,0.807692
700,0.01,0.804708,1.324713,29,22,0.376623,0.758621
701,0.01,0.785028,1.324713,29,22,0.376623,0.758621
702,0.01,0.816197,1.338858,24,19,0.311688,0.791667
703,0.01,0.753982,1.317571,31,23,0.402597,0.741935
704,0.01,0.843474,1.342425,25,20,0.324675,0.8
705,0.01,0.72282,1.364619,27,23,0.350649,0.851852
706,0.01,0.75521,1.356693,30,25,0.38961,0.833333
707,0.01,0.784994,1.33631,28,22,0.363636,0.785714
708,0.01,0.848074,1.345717,26,21,0.337662,0.807692
709,0.01,0.861627,1.332913,27,21,0.350649,0.777778
710,0.01,0.826898,1.382171,28,25,0.363636,0.892857
711,0.01,0.774531,1.356693,24,20,0.311688,0.833333
712,0.01,0.761174,1.350207,33,27,0.428571,0.818182
713,0.01,0.797313,1.345717,26,21,0.337662,0.807692
714,0.01,0.835815,1.382171,28,25,0.363636,0.892857
715,0.01,0.760477,1.334399,32,25,0.415584,0.78125
716,0.01,0.742173,1.342425,25,20,0.324675,0.8
717,0.01,0.879173,1.366884,28,24,0.363636,0.857143
718,0.01,0.773785,1.383752,29,26,0.376623,0.896552
719,0.01,0.877944,1.351597,28,23,0.363636,0.821429
720,0.01,0.757546,1.37096,30,26,0.38961,0.866667
721,0.01,0.705348,1.36218,26,22,0.337662,0.846154
722,0.01,0.732834,1.345717,26,21,0.337662,0.807692
723,0.01,0.762344,1.356693,30,25,0.38961,0.833333
724,0.01,0.713615,1.350207,33,27,0.428571,0.818182
725,0.01,0.777244,1.334981,23,18,0.298701,0.782609
726,0.01,0.80158,1.356693,30,25,0.38961,0.833333
727,0.01,0.846186,1.321023,28,21,0.363636,0.75
728,0.01,0.806911,1.317571,31,23,0.402597,0.741935
729,0.01,0.783495,1.412744,28,27,0.363636,0.964286
730,0.01,0.819515,1.347775,32,26,0.415584,0.8125
731,0.01,0.806868,1.36218,26,22,0.337662,0.846154
732,0.01,0.733612,1.342425,25,20,0.324675,0.8
733,0.01,0.720771,1.342425,30,24,0.38961,0.8
734,0.01,0.780475,1.356693,24,20,0.311688,0.833333
735,0.01,0.804,1.342425,30,24,0.38961,0.8
736,0.01,0.74523,1.329255,26,20,0.337662,0.769231
737,0.01,0.756565,1.383752,29,26,0.376623,0.896552
738,0.01,0.699715,1.411568,26,25,0.337662,0.961538
739,0.01,0.741636,1.351597,28,23,0.363636,0.821429
740,0.01,0.73484,1.334399,32,25,0.415584,0.78125
741,0.01,0.808267,1.368992,29,25,0.376623,0.862069
742,0.01,0.781577,1.361151,32,27,0.415584,0.84375
743,0.01,0.794825,1.339473,29,23,0.376623,0.793103
744,0.01,0.692606,1.383752,29,26,0.376623,0.896552
745,0.01,0.837847,1.332913,27,21,0.350649,0.777778
746,0.01,0.804727,1.364619,27,23,0.350649,0.851852
747,0.01,0.819476,1.361151,32,27,0.415584,0.84375
748,0.01,0.759193,1.376667,25,22,0.324675,0.88
749,0.01,0.800931,1.354233,29,24,0.376623,0.827586
750,0.01,0.729094,1.342425,30,24,0.38961,0.8
751,0.01,0.721643,1.358994,31,26,0.402597,0.83871
752,0.01,0.713559,1.368992,29,25,0.376623,0.862069
753,0.01,0.745656,1.37096,30,26,0.38961,0.866667
754,0.01,0.722393,1.397457,28,26,0.363636,0.928571
755,0.01,0.748076,1.356693,30,25,0.38961,0.833333
756,0.01,0.763203,1.382171,28,25,0.363636,0.892857
757,0.01,0.800391,1.356693,30,25,0.38961,0.833333
758,0.01,0.694421,1.345717,26,21,0.337662,0.807692
759,0.01,0.767099,1.356693,30,25,0.38961,0.833333
760,0.01,0.715889,1.385228,30,27,0.38961,0.9
761,0.01,0.720025,1.33631,28,22,0.363636,0.785714
762,0.01,0.784976,1.342425,25,20,0.324675,0.8
763,0.01,0.732139,1.324713,29,22,0.376623,0.758621
764,0.01,0.865784,1.356693,30,25,0.38961,0.833333
765,0.01,0.815816,1.330751,22,17,0.285714,0.772727
766,0.01,0.674243,1.354233,29,24,0.376623,0.827586
767,0.01,0.662564,1.382171,28,25,0.363636,0.892857
768,0.01,0.711409,1.317571,31,23,0.402597,0.741935
769,0.01,0.792941,1.372801,31,27,0.402597,0.870968
770,0.01,0.8478,1.309953,29,21,0.376623,0.724138
771,0.01,0.739476,1.339473,29,23,0.376623,0.793103
772,0.01,0.789861,1.354233,29,24,0.376623,0.827586
773,0.01,0.780901,1.380472,27,24,0.350649,0.888889
774,0.01,0.786159,1.331379,31,24,0.402597,0.774194
775,0.01,0.811007,1.385228,30,27,0.38961,0.9
776,0.01,0.770608,1.376667,25,22,0.324675,0.88
777,0.01,0.716781,1.376148,33,29,0.428571,0.878788
778,0.01,0.756108,1.36218,26,22,0.337662,0.846154
779,0.01,0.784976,1.342425,30,24,0.38961,0.8
780,0.01,0.753979,1.37096,30,26,0.38961,0.866667
781,0.01,0.761112,1.37096,30,26,0.38961,0.866667
782,0.01,0.704025,1.345717,26,21,0.337662,0.807692
783,0.01,0.773484,1.351597,28,23,0.363636,0.821429
784,0.01,0.806252,1.385228,30,27,0.38961,0.9
785,0.01,0.716158,1.351597,28,23,0.363636,0.821429
786,0.01,0.82676,1.354233,29,24,0.376623,0.827586
787,0.01,0.800009,1.36218,26,22,0.337662,0.846154
788,0.01,0.740295,1.374527,24,21,0.311688,0.875
789,0.01,0.770608,1.376667,25,22,0.324675,0.88
790,0.01,0.706378,1.385228,30,27,0.38961,0.9
791,0.01,0.737258,1.396325,27,25,0.350649,0.925926
792,0.01,0.822677,1.365085,34,29,0.441558,0.852941
793,0.01,0.798013,1.356693,30,25,0.38961,0.833333
794,0.01,0.810933,1.337237,33,26,0.428571,0.787879
795,0.01,0.740816,1.399496,30,28,0.38961,0.933333
796,0.01,0.707106,1.397457,28,26,0.363636,0.928571
797,0.01,0.806336,1.356693,30,25,0.38961,0.833333
798,0.01,0.805105,1.37096,30,26,0.38961,0.866667
799,0.01,0.792752,1.334981,23,18,0.298701,0.782609
800,0.01,0.701706,1.356693,30,25,0.38961,0.833333
801,0.01,0.85984,1.356693,30,25,0.38961,0.833333
802,0.01,0.824751,1.345717,26,21,0.337662,0.807692
803,0.01,0.698576,1.410196,24,23,0.311688,0.958333
804,0.01,0.84969,1.348766,27,22,0.350649,0.814815
805,0.01,0.745458,1.351597,28,23,0.363636,0.821429
806,0.01,0.765326,1.372801,31,27,0.402597,0.870968
807,0.01,0.841672,1.327318,34,26,0.441558,0.764706
808,0.01,0.791167,1.377674,34,30,0.441558,0.882353
809,0.01,0.866676,1.356693,24,20,0.311688,0.833333
810,0.01,0.717293,1.354233,29,24,0.376623,0.827586
811,0.01,0.813738,1.332913,36,28,0.467532,0.777778
812,0.01,0.907244,1.351597,28,23,0.363636,0.821429
813,0.01,0.694937,1.412178,27,26,0.350649,0.962963
814,0.01,0.811379,1.348766,27,22,0.350649,0.814815
815,0.01,0.775942,1.382171,28,25,0.363636,0.892857
816,0.01,0.797706,1.317571,31,23,0.402597,0.741935
817,0.01,0.811351,1.372801,31,27,0.402597,0.870968
818,0.01,0.773871,1.354233,29,24,0.376623,0.827586
819,0.01,0.812001,1.354233,29,24,0.376623,0.827586
820,0.01,0.721209,1.366884,28,24,0.363636,0.857143
821,0.01,0.721424,1.347775,32,26,0.415584,0.8125
822,0.01,0.8127,1.348766,27,22,0.350649,0.814815
823,0.01,0.870875,1.332913,27,21,0.350649,0.777778
824,0.01,0.695845,1.328157,30,23,0.38961,0.766667
825,0.01,0.770666,1.356693,30,25,0.38961,0.833333
826,0.01,0.759445,1.291061,25,17,0.324675,0.68
827,0.01,0.793904,1.338858,24,19,0.311688,0.791667
828,0.01,0.835205,1.332913,27,21,0.350649,0.777778
829,0.01,0.802811,1.342425,30,24,0.38961,0.8
830,0.01,0.834963,1.325304,25,19,0.324675,0.76
831,0.01,0.795903,1.332913,36,28,0.467532,0.777778
832,0.01,0.82874,1.285354,27,18,0.350649,0.666667
833,0.01,0.786241,1.378643,26,23,0.337662,0.884615
834,0.01,0.749335,1.332913,27,21,0.350649,0.777778
835,0.01,0.870968,1.301207,27,19,0.350649,0.703704
836,0.01,0.814884,1.345186,31,25,0.402597,0.806452
837,0.01,0.806141,1.332913,27,21,0.350649,0.777778
838,0.01,0.894496,1.324713,29,22,0.376623,0.758621
839,0.01,0.764416,1.350207,33,27,0.428571,0.818182
840,0.01,0.749335,1.332913,27,21,0.350649,0.777778
841,0.01,0.798013,1.356693,30,25,0.38961,0.833333
842,0.01,0.817631,1.356693,36,30,0.467532,0.833333
843,0.01,0.850557,1.359546,25,21,0.324675,0.84
844,0.01,0.802148,1.325304,25,19,0.324675,0.76
845,0.01,0.795635,1.356693,30,25,0.38961,0.833333
846,0.01,0.853747,1.31706,27,20,0.350649,0.740741
847,0.01,0.76107,1.385228,30,27,0.38961,0.9
848,0.01,0.818025,1.366884,28,24,0.363636,0.857143
849,0.01,0.777648,1.324713,29,22,0.376623,0.758621
850,0.01,0.772641,1.354233,29,24,0.376623,0.827586
851,0.01,0.726632,1.37096,30,26,0.38961,0.866667
852,0.01,0.764792,1.275163,28,18,0.363636,0.642857
853,0.01,0.849281,1.386609,31,28,0.402597,0.903226
854,0.01,0.859,1.36218,26,22,0.337662,0.846154
855,0.01,0.730947,1.337237,33,26,0.428571,0.787879
856,0.01,0.854982,1.329255,26,20,0.337662,0.769231
857,0.01,0.636027,1.383752,29,26,0.376623,0.896552
858,0.01,0.842992,1.380472,27,24,0.350649,0.888889
859,0.01,0.695179,1.358994,31,26,0.402597,0.83871
860,0.01,0.793911,1.33631,28,22,0.363636,0.785714
861,0.01,0.853607,1.364619,27,23,0.350649,0.851852
862,0.01,0.78831,1.311295,22,16,0.285714,0.727273
863,0.01,0.780065,1.339473,29,23,0.376623,0.793103
864,0.01,0.754785,1.345717,26,21,0.337662,0.807692
865,0.01,0.744615,1.372801,31,27,0.402597,0.870968
866,0.01,0.788304,1.347775,32,26,0.415584,0.8125
867,0.01,0.765497,1.350207,33,27,0.428571,0.818182
868,0.01,0.755754,1.396325,27,25,0.350649,0.925926
869,0.01,0.802291,1.309953,29,21,0.376623,0.724138
870,0.01,0.865957,1.329255,26,20,0.337662,0.769231
871,0.01,0.648901,1.407649,21,20,0.272727,0.952381
872,0.01,0.799744,1.339473,29,23,0.376623,0.793103
873,0.01,0.746403,1.359546,25,21,0.324675,0.84
874,0.01,0.733149,1.358994,31,26,0.402597,0.83871
875,0.01,0.78022,1.342425,30,24,0.38961,0.8
876,0.01,0.823114,1.339473,29,23,0.376623,0.793103
877,0.01,0.848074,1.345717,26,21,0.337662,0.807692
878,0.01,0.743841,1.363178,33,28,0.428571,0.848485
879,0.01,0.820645,1.342425,35,28,0.454545,0.8
880,0.01,0.879143,1.342425,25,20,0.324675,0.8
881,0.01,0.814464,1.334981,23,18,0.298701,0.782609
882,0.01,0.870582,1.342425,25,20,0.324675,0.8
883,0.01,0.65297,1.389119,33,30,0.428571,0.909091
