resample,threshold,oob_cpwer,oob_compute,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
5478,0.01,0.719382,1.345186,31,25,0.402597,0.806452
5479,0.01,0.76824,1.347775,32,26,0.415584,0.8125
5480,0.01,0.775315,1.36218,26,22,0.337662,0.846154
5481,0.01,0.758803,1.378643,26,23,0.337662,0.884615
5482,0.01,0.809181,1.359546,25,21,0.324675,0.84
5483,0.01,0.886438,1.36218,26,22,0.337662,0.846154
5484,0.01,0.738902,1.358994,31,26,0.402597,0.83871
5485,0.01,0.819436,1.374527,32,28,0.415584,0.875
5486,0.01,0.770425,1.348766,27,22,0.350649,0.814815
5487,0.01,0.825669,1.366884,28,24,0.363636,0.857143
5488,0.01,0.823471,1.392362,24,22,0.311688,0.916667
5489,0.01,0.796414,1.351597,28,23,0.363636,0.821429
5490,0.01,0.751559,1.385228,30,27,0.38961,0.9
5491,0.01,0.749288,1.348766,27,22,0.350649,0.814815
5492,0.01,0.73484,1.334399,32,25,0.415584,0.78125
5493,0.01,0.82178,1.324266,33,25,0.428571,0.757576
5494,0.01,0.694984,1.396325,27,25,0.350649,0.925926
5495,0.01,0.747967,1.348766,27,22,0.350649,0.814815
5496,0.01,0.73216,1.372201,23,20,0.298701,0.869565
5497,0.01,0.805642,1.312792,26,19,0.337662,0.730769
5498,0.01,0.734008,1.346501,21,17,0.272727,0.809524
5499,0.01,0.751828,1.351597,28,23,0.363636,0.821429
5500,0.01,0.768649,1.296329,26,18,0.337662,0.692308
5501,0.01,0.889409,1.351597,28,23,0.363636,0.821429
5502,0.01,0.815908,1.280434,29,19,0.376623,0.655172
5503,0.01,0.724094,1.380472,27,24,0.350649,0.888889
5504,0.01,0.819389,1.33631,28,22,0.363636,0.785714
5505,0.01,0.806515,1.382171,28,25,0.363636,0.892857
5506,0.01,0.819306,1.348766,27,22,0.350649,0.814815
5507,0.01,0.719067,1.36218,26,22,0.337662,0.846154
5508,0.01,0.714658,1.386609,31,28,0.402597,0.903226
5509,0.01,0.756565,1.383752,29,26,0.376623,0.896552
5510,0.01,0.828352,1.321023,28,21,0.363636,0.75
5511,0.01,0.765285,1.386609,31,28,0.402597,0.903226
5512,0.01,0.727315,1.386609,31,28,0.402597,0.903226
5513,0.01,0.796801,1.364619,27,23,0.350649,0.851852
5514,0.01,0.768343,1.366884,28,24,0.363636,0.857143
5515,0.01,0.755157,1.374527,24,21,0.311688,0.875
5516,0.01,0.7404,1.338858,24,19,0.311688,0.791667
5517,0.01,0.775464,1.342425,30,24,0.38961,0.8
5518,0.01,0.813679,1.378643,26,23,0.337662,0.884615
5519,0.01,0.716113,1.366884,28,24,0.363636,0.857143
5520,0.01,0.829581,1.33631,28,22,0.363636,0.785714
5521,0.01,0.722773,1.380472,27,24,0.350649,0.888889
5522,0.01,0.787188,1.372801,31,27,0.402597,0.870968
5523,0.01,0.755784,1.305736,28,20,0.363636,0.714286
5524,0.01,0.695719,1.37096,30,26,0.38961,0.866667
5525,0.01,0.725076,1.351597,28,23,0.363636,0.821429
5526,0.01,0.743278,1.37096,30,26,0.38961,0.866667
5527,0.01,0.821747,1.358994,31,26,0.402597,0.83871
5528,0.01,0.761547,1.378643,26,23,0.337662,0.884615
5529,0.01,0.796754,1.380472,27,24,0.350649,0.888889
5530,0.01,0.780668,1.337237,33,26,0.428571,0.787879
5531,0.01,0.776984,1.364619,27,23,0.350649,0.851852
5532,0.01,0.829581,1.33631,28,22,0.363636,0.785714
5533,0.01,0.702122,1.376667,25,22,0.324675,0.88
5534,0.01,0.754148,1.368992,29,25,0.376623,0.862069
5535,0.01,0.709869,1.368992,29,25,0.376623,0.862069
5536,0.01,0.817938,1.364619,27,23,0.350649,0.851852
5537,0.01,0.799701,1.354233,29,24,0.376623,0.827586
5538,0.01,0.745458,1.351597,28,23,0.363636,0.821429
5539,0.01,0.868801,1.400416,31,29,0.402597,0.935484
5540,0.01,0.761789,1.280434,29,19,0.376623,0.655172
5541,0.01,0.68264,1.37096,30,26,0.38961,0.866667
5542,0.01,0.882718,1.348766,27,22,0.350649,0.814815
5543,0.01,0.825898,1.339907,34,27,0.441558,0.794118
5544,0.01,0.765972,1.361151,32,27,0.415584,0.84375
5545,0.01,0.737217,1.410196,24,23,0.311688,0.958333
5546,0.01,0.7409,1.37096,30,26,0.38961,0.866667
5547,0.01,0.839682,1.366884,28,24,0.363636,0.857143
5548,0.01,0.784976,1.342425,30,24,0.38961,0.8
5549,0.01,0.770225,1.339473,29,23,0.376623,0.793103
5550,0.01,0.770225,1.339473,29,23,0.376623,0.793103
5551,0.01,0.812238,1.37096,30,26,0.38961,0.866667
5552,0.01,0.81336,1.393789,25,23,0.324675,0.92
5553,0.01,0.777561,1.354233,29,24,0.376623,0.827586
5554,0.01,0.753474,1.352496,34,28,0.441558,0.823529
5555,0.01,0.81933,1.385228,30,27,0.38961,0.9
5556,0.01,0.791826,1.345717,26,21,0.337662,0.807692
5557,0.01,0.810322,1.331379,31,24,0.402597,0.774194
5558,0.01,0.713637,1.342425,25,20,0.324675,0.8
5559,0.01,0.826836,1.377674,34,30,0.441558,0.882353
5560,0.01,0.759763,1.380472,27,24,0.350649,0.888889
5561,0.01,0.774359,1.313889,30,22,0.38961,0.733333
5562,0.01,0.808441,1.309953,29,21,0.376623,0.724138
5563,0.01,0.713637,1.342425,30,24,0.38961,0.8
5564,0.01,0.842923,1.347775,32,26,0.415584,0.8125
5565,0.01,0.65624,1.366884,28,24,0.363636,0.857143
5566,0.01,0.724296,1.356693,30,25,0.38961,0.833333
5567,0.01,0.806252,1.385228,30,27,0.38961,0.9
5568,0.01,0.851424,1.321023,36,27,0.467532,0.75
5569,0.01,0.7881,1.334981,23,18,0.298701,0.782609
5570,0.01,0.72438,1.328157,30,23,0.38961,0.766667
5571,0.01,0.737792,1.345186,31,25,0.402597,0.806452
5572,0.01,0.789774,1.328157,30,23,0.38961,0.766667
5573,0.01,0.822332,1.346501,21,17,0.272727,0.809524
5574,0.01,0.79457,1.345717,26,21,0.337662,0.807692
5575,0.01,0.884358,1.33631,28,22,0.363636,0.785714
5576,0.01,0.831431,1.350207,33,27,0.428571,0.818182
5577,0.01,0.78075,1.352496,34,28,0.441558,0.823529
5578,0.01,0.782438,1.368992,29,25,0.376623,0.862069
5579,0.01,0.758692,1.385228,30,27,0.38961,0.9
5580,0.01,0.796866,1.342425,30,24,0.38961,0.8
5581,0.01,0.675166,1.36218,26,22,0.337662,0.846154
5582,0.01,0.737752,1.358994,31,26,0.402597,0.83871
5583,0.01,0.796434,1.358994,31,26,0.402597,0.83871
5584,0.01,0.828352,1.321023,28,21,0.363636,0.75
5585,0.01,0.705006,1.337237,33,26,0.428571,0.787879
5586,0.01,0.712109,1.356693,24,20,0.311688,0.833333
5587,0.01,0.780262,1.328157,30,23,0.38961,0.766667
5588,0.01,0.842275,1.351597,28,23,0.363636,0.821429
5589,0.01,0.794781,1.354233,29,24,0.376623,0.827586
5590,0.01,0.819487,1.345186,31,25,0.402597,0.806452
5591,0.01,0.841921,1.385228,30,27,0.38961,0.9
5592,0.01,0.770981,1.33631,28,22,0.363636,0.785714
5593,0.01,0.743362,1.342425,30,24,0.38961,0.8
5594,0.01,0.728034,1.374527,32,28,0.415584,0.875
5595,0.01,0.894453,1.339473,29,23,0.376623,0.793103
5596,0.01,0.83595,1.33631,28,22,0.363636,0.785714
5597,0.01,0.728362,1.354233,29,24,0.376623,0.827586
5598,0.01,0.811432,1.345186,31,25,0.402597,0.806452
5599,0.01,0.781325,1.37096,30,26,0.38961,0.866667
5600,0.01,0.783787,1.342425,30,24,0.38961,0.8
5601,0.01,0.818214,1.386609,31,28,0.402597,0.903226
5602,0.01,0.716755,1.352496,34,28,0.441558,0.823529
5603,0.01,0.700433,1.385228,30,27,0.38961,0.9
5604,0.01,0.67297,1.368992,29,25,0.376623,0.862069
5605,0.01,0.753537,1.359546,25,21,0.324675,0.84
5606,0.01,0.814358,1.339907,34,27,0.441558,0.794118
5607,0.01,0.774531,1.356693,24,20,0.311688,0.833333
5608,0.01,0.805105,1.37096,30,26,0.38961,0.866667
5609,0.01,0.766558,1.345186,31,25,0.402597,0.806452
5610,0.01,0.845001,1.308182,25,18,0.324675,0.72
5611,0.01,0.746504,1.325304,25,19,0.324675,0.76
5612,0.01,0.779073,1.328157,30,23,0.38961,0.766667
5613,0.01,0.76576,1.345717,26,21,0.337662,0.807692
5614,0.01,0.778259,1.380472,27,24,0.350649,0.888889
5615,0.01,0.737691,1.41091,25,24,0.324675,0.96
5616,0.01,0.796515,1.331379,31,24,0.402597,0.774194
5617,0.01,0.721405,1.396325,27,25,0.350649,0.925926
5618,0.01,0.733013,1.369663,22,19,0.285714,0.863636
5619,0.01,0.768706,1.330195,35,27,0.454545,0.771429
5620,0.01,0.800124,1.337237,33,26,0.428571,0.787879
5621,0.01,0.80329,1.363178,33,28,0.428571,0.848485
5622,0.01,0.756399,1.356693,30,25,0.38961,0.833333
5623,0.01,0.767024,1.382171,28,25,0.363636,0.892857
5624,0.01,0.745077,1.325304,25,19,0.324675,0.76
5625,0.01,0.772685,1.339473,29,23,0.376623,0.793103
5626,0.01,0.723023,1.385228,30,27,0.38961,0.9
5627,0.01,0.752132,1.392362,24,22,0.311688,0.916667
5628,0.01,0.908954,1.393789,25,23,0.324675,0.92
5629,0.01,0.826027,1.350207,33,27,0.428571,0.818182
5630,0.01,0.71954,1.356693,30,25,0.38961,0.833333
5631,0.01,0.814504,1.339473,29,23,0.376623,0.793103
5632,0.01,0.807509,1.31706,27,20,0.350649,0.740741
5633,0.01,0.784986,1.338858,24,19,0.311688,0.791667
5634,0.01,0.882995,1.366884,28,24,0.363636,0.857143
5635,0.01,0.720492,1.358994,31,26,0.402597,0.83871
5636,0.01,0.773439,1.366884,28,24,0.363636,0.857143
5637,0.01,0.750848,1.369663,22,19,0.285714,0.863636
5638,0.01,0.812747,1.332913,27,21,0.350649,0.777778
5639,0.01,0.736144,1.37096,30,26,0.38961,0.866667
5640,0.01,0.707241,1.351597,28,23,0.363636,0.821429
5641,0.01,0.777842,1.342425,25,20,0.324675,0.8
5642,0.01,0.753011,1.382171,28,25,0.363636,0.892857
5643,0.01,0.788627,1.313889,30,22,0.38961,0.733333
5644,0.01,0.778579,1.351597,28,23,0.363636,0.821429
5645,0.01,0.800057,1.345717,26,21,0.337662,0.807692
5646,0.01,0.742543,1.396325,27,25,0.350649,0.925926
5647,0.01,0.770182,1.354233,29,24,0.376623,0.827586
5648,0.01,0.773828,1.368992,29,25,0.376623,0.862069
5649,0.01,0.763113,1.312792,26,19,0.337662,0.730769
5650,0.01,0.730746,1.364619,27,23,0.350649,0.851852
5651,0.01,0.724385,1.363178,33,28,0.428571,0.848485
5652,0.01,0.876003,1.339473,29,23,0.376623,0.793103
5653,0.01,0.788588,1.368992,29,25,0.376623,0.862069
5654,0.01,0.816707,1.382171,28,25,0.363636,0.892857
5655,0.01,0.748026,1.386609,31,28,0.402597,0.903226
5656,0.01,0.74332,1.356693,24,20,0.311688,0.833333
5657,0.01,0.786123,1.356693,30,25,0.38961,0.833333
5658,0.01,0.75639,1.359546,25,21,0.324675,0.84
5659,0.01,0.777605,1.339473,29,23,0.376623,0.793103
5660,0.01,0.810727,1.368992,29,25,0.376623,0.862069
5661,0.01,0.724212,1.385228,30,27,0.38961,0.9
5662,0.01,0.816921,1.354233,29,24,0.376623,0.827586
5663,0.01,0.713712,1.31706,27,20,0.350649,0.740741
5664,0.01,0.710837,1.396325,27,25,0.350649,0.925926
5665,0.01,0.797706,1.317571,31,23,0.402597,0.741935
5666,0.01,0.699269,1.376667,25,22,0.324675,0.88
5667,0.01,0.765497,1.350207,33,27,0.428571,0.818182
5668,0.01,0.866403,1.308182,25,18,0.324675,0.72
5669,0.01,0.716463,1.392362,36,33,0.467532,0.916667
5670,0.01,0.736867,1.353591,23,19,0.298701,0.826087
5671,0.01,0.686478,1.359546,25,21,0.324675,0.84
5672,0.01,0.825759,1.33631,28,22,0.363636,0.785714
5673,0.01,0.749177,1.386609,31,28,0.402597,0.903226
5674,0.01,0.696784,1.387903,32,29,0.415584,0.90625
5675,0.01,0.761085,1.380472,27,24,0.350649,0.888889
5676,0.01,0.84553,1.37096,30,26,0.38961,0.866667
5677,0.01,0.73695,1.345717,26,21,0.337662,0.807692
5678,0.01,0.770182,1.354233,29,24,0.376623,0.827586
5679,0.01,0.889416,1.31706,27,20,0.350649,0.740741
5680,0.01,0.81302,1.33631,28,22,0.363636,0.785714
5681,0.01,0.814616,1.37096,30,26,0.38961,0.866667
5682,0.01,0.832129,1.33631,28,22,0.363636,0.785714
5683,0.01,0.727623,1.351597,28,23,0.363636,0.821429
5684,0.01,0.803347,1.368992,29,25,0.376623,0.862069
5685,0.01,0.817746,1.395106,26,24,0.337662,0.923077
5686,0.01,0.75179,1.396325,27,25,0.350649,0.925926
5687,0.01,0.771619,1.379113,35,31,0.454545,0.885714
5688,0.01,0.741546,1.382171,28,25,0.363636,0.892857
5689,0.01,0.863931,1.351597,28,23,0.363636,0.821429
5690,0.01,0.807463,1.332913,27,21,0.350649,0.777778
5691,0.01,0.711453,1.350207,33,27,0.428571,0.818182
5692,0.01,0.716019,1.368992,29,25,0.376623,0.862069
5693,0.01,0.759763,1.380472,27,24,0.350649,0.888889
5694,0.01,0.79068,1.358994,31,26,0.402597,0.83871
5695,0.01,0.763945,1.383752,29,26,0.376623,0.896552
5696,0.01,0.720492,1.358994,31,26,0.402597,0.83871
5697,0.01,0.737305,1.380472,27,24,0.350649,0.888889
5698,0.01,0.778305,1.364619,27,23,0.350649,0.851852
5699,0.01,0.862777,1.350207,22,18,0.285714,0.818182
5700,0.01,0.755514,1.397457,28,26,0.363636,0.928571
5701,0.01,0.749256,1.359546,25,21,0.324675,0.84
5702,0.01,0.735578,1.345717,26,21,0.337662,0.807692
5703,0.01,0.702604,1.36218,26,22,0.337662,0.846154
5704,0.01,0.807081,1.354233,29,24,0.376623,0.827586
5705,0.01,0.737207,1.413763,30,29,0.38961,0.966667
5706,0.01,0.864362,1.301207,27,19,0.350649,0.703704
5707,0.01,0.831611,1.345717,26,21,0.337662,0.807692
5708,0.01,0.77094,1.337237,33,26,0.428571,0.787879
5709,0.01,0.75211,1.359546,25,21,0.324675,0.84
5710,0.01,0.795762,1.350207,33,27,0.428571,0.818182
5711,0.01,0.823681,1.321023,24,18,0.311688,0.75
5712,0.01,0.818161,1.321023,28,21,0.363636,0.75
5713,0.01,0.749315,1.339473,29,23,0.376623,0.793103
5714,0.01,0.790405,1.36218,26,22,0.337662,0.846154
5715,0.01,0.718351,1.356693,30,25,0.38961,0.833333
5716,0.01,0.855104,1.321023,28,21,0.363636,0.75
5717,0.01,0.722082,1.398512,29,27,0.376623,0.931034
5718,0.01,0.728852,1.366884,28,24,0.363636,0.857143
5719,0.01,0.872893,1.33631,28,22,0.363636,0.785714
5720,0.01,0.72469,1.374527,32,28,0.415584,0.875
5721,0.01,0.79211,1.342425,30,24,0.38961,0.8
5722,0.01,0.763106,1.345186,31,25,0.402597,0.806452
5723,0.01,0.779511,1.363178,33,28,0.428571,0.848485
5724,0.01,0.750621,1.36218,26,22,0.337662,0.846154
5725,0.01,0.719212,1.312792,26,19,0.337662,0.730769
5726,0.01,0.752832,1.356693,30,25,0.38961,0.833333
5727,0.01,0.74391,1.380472,27,24,0.350649,0.888889
5728,0.01,0.749227,1.369663,22,19,0.285714,0.863636
5729,0.01,0.799796,1.356693,24,20,0.311688,0.833333
5730,0.01,0.788726,1.366884,28,24,0.363636,0.857143
5731,0.01,0.788985,1.378643,26,23,0.337662,0.884615
5732,0.01,0.804447,1.372801,31,27,0.402597,0.870968
5733,0.01,0.831149,1.364619,27,23,0.350649,0.851852
5734,0.01,0.655863,1.395106,26,24,0.337662,0.923077
5735,0.01,0.77801,1.378643,26,23,0.337662,0.884615
5736,0.01,0.75497,1.372801,31,27,0.402597,0.870968
5737,0.01,0.683526,1.347775,32,26,0.415584,0.8125
5738,0.01,0.810727,1.368992,29,25,0.376623,0.862069
5739,0.01,0.782394,1.383752,29,26,0.376623,0.896552
5740,0.01,0.817431,1.365085,34,29,0.441558,0.852941
5741,0.01,0.714884,1.351597,28,23,0.363636,0.821429
5742,0.01,0.770846,1.382171,28,25,0.363636,0.892857
5743,0.01,0.821901,1.364619,27,23,0.350649,0.851852
5744,0.01,0.834403,1.329255,26,20,0.337662,0.769231
5745,0.01,0.832128,1.33631,28,22,0.363636,0.785714
5746,0.01,0.750562,1.364619,27,23,0.350649,0.851852
5747,0.01,0.759244,1.359546,25,21,0.324675,0.84
5748,0.01,0.825359,1.356693,30,25,0.38961,0.833333
5749,0.01,0.765535,1.337237,33,26,0.428571,0.787879
5750,0.01,0.786072,1.337237,33,26,0.428571,0.787879
5751,0.01,0.774668,1.382171,28,25,0.363636,0.892857
5752,0.01,0.770582,1.385228,30,27,0.38961,0.9
5753,0.01,0.790288,1.332913,27,21,0.350649,0.777778
5754,0.01,0.838453,1.351597,28,23,0.363636,0.821429
5755,0.01,0.752596,1.361151,32,27,0.415584,0.84375
5756,0.01,0.825115,1.338858,24,19,0.311688,0.791667
5757,0.01,0.875908,1.331379,31,24,0.402597,0.774194
5758,0.01,0.767809,1.324713,29,22,0.376623,0.758621
5759,0.01,0.754375,1.351597,28,23,0.363636,0.821429
5760,0.01,0.869754,1.321023,32,24,0.415584,0.75
5761,0.01,0.876527,1.342425,30,24,0.38961,0.8
5762,0.01,0.784864,1.380472,27,24,0.350649,0.888889
5763,0.01,0.744884,1.376148,33,29,0.428571,0.878788
5764,0.01,0.723524,1.376667,25,22,0.324675,0.88
5765,0.01,0.721834,1.385228,30,27,0.38961,0.9
5766,0.01,0.778115,1.401279,32,30,0.415584,0.9375
5767,0.01,0.889085,1.395106,26,24,0.337662,0.923077
5768,0.01,0.83475,1.324266,33,25,0.428571,0.757576
5769,0.01,0.797886,1.363178,33,28,0.428571,0.848485
5770,0.01,0.728587,1.345186,31,25,0.402597,0.806452
5771,0.01,0.717036,1.399496,30,28,0.38961,0.933333
5772,0.01,0.840536,1.31706,27,20,0.350649,0.740741
5773,0.01,0.839113,1.390811,23,21,0.298701,0.913043
5774,0.01,0.814294,1.33631,28,22,0.363636,0.785714
5775,0.01,0.776984,1.364619,27,23,0.350649,0.851852
5776,0.01,0.946176,1.332913,27,21,0.350649,0.777778
5777,0.01,0.688873,1.398512,29,27,0.376623,0.931034
5778,0.01,0.757817,1.359546,25,21,0.324675,0.84
5779,0.01,0.898571,1.348766,27,22,0.350649,0.814815
5780,0.01,0.797962,1.337237,33,26,0.428571,0.787879
5781,0.01,0.841808,1.347775,32,26,0.415584,0.8125
5782,0.01,0.79009,1.33631,28,22,0.363636,0.785714
5783,0.01,0.829491,1.366884,28,24,0.363636,0.857143
5784,0.01,0.794605,1.376148,33,29,0.428571,0.878788
5785,0.01,0.814678,1.280434,29,19,0.376623,0.655172
5786,0.01,0.761572,1.354233,29,24,0.376623,0.827586
5787,0.01,0.690096,1.387903,32,29,0.415584,0.90625
5788,0.01,0.776077,1.33631,28,22,0.363636,0.785714
5789,0.01,0.775464,1.342425,30,24,0.38961,0.8
5790,0.01,0.814888,1.359546,25,21,0.324675,0.84
5791,0.01,0.816171,1.347775,32,26,0.415584,0.8125
5792,0.01,0.811426,1.332913,27,21,0.350649,0.777778
5793,0.01,0.749181,1.385228,30,27,0.38961,0.9
5794,0.01,0.852163,1.327318,34,26,0.441558,0.764706
5795,0.01,0.87363,1.309953,29,21,0.376623,0.724138
5796,0.01,0.736365,1.376667,25,22,0.324675,0.88
5797,0.01,0.817792,1.342425,25,20,0.324675,0.8
5798,0.01,0.78719,1.347775,32,26,0.415584,0.8125
5799,0.01,0.803359,1.380472,27,24,0.350649,0.888889
5800,0.01,0.744097,1.31706,27,20,0.350649,0.740741
5801,0.01,0.795433,1.380472,27,24,0.350649,0.888889
5802,0.01,0.729771,1.369663,22,19,0.285714,0.863636
5803,0.01,0.786881,1.368582,36,31,0.467532,0.861111
5804,0.01,0.805794,1.338858,24,19,0.311688,0.791667
5805,0.01,0.769972,1.312792,26,19,0.337662,0.730769
5806,0.01,0.798258,1.374527,24,21,0.311688,0.875
5807,0.01,0.741285,1.331379,31,24,0.402597,0.774194
5808,0.01,0.825759,1.33631,28,22,0.363636,0.785714
5809,0.01,0.802769,1.356693,30,25,0.38961,0.833333
5810,0.01,0.795242,1.372801,31,27,0.402597,0.870968
5811,0.01,0.739302,1.398512,29,27,0.376623,0.931034
5812,0.01,0.809497,1.368992,29,25,0.376623,0.862069
5813,0.01,0.784949,1.351597,28,23,0.363636,0.821429
5814,0.01,0.821884,1.339473,29,23,0.376623,0.793103
5815,0.01,0.828172,1.382171,28,25,0.363636,0.892857
5816,0.01,0.701748,1.342425,30,24,0.38961,0.8
5817,0.01,0.825401,1.342425,30,24,0.38961,0.8
5818,0.01,0.70672,1.36218,26,22,0.337662,0.846154
5819,0.01,0.850557,1.359546,25,21,0.324675,0.84
5820,0.01,0.784904,1.366884,28,24,0.363636,0.857143
5821,0.01,0.848689,1.33631,28,22,0.363636,0.785714
5822,0.01,0.815056,1.347775,32,26,0.415584,0.8125
5823,0.01,0.716063,1.354233,29,24,0.376623,0.827586
5824,0.01,0.84454,1.303189,24,17,0.311688,0.708333
5825,0.01,0.8016,1.321023,28,21,0.363636,0.75
5826,0.01,0.782613,1.387903,32,29,0.415584,0.90625
5827,0.01,0.704371,1.348766,27,22,0.350649,0.814815
5828,0.01,0.787959,1.338858,24,19,0.311688,0.791667
5829,0.01,0.841348,1.345186,31,25,0.402597,0.806452
5830,0.01,0.782122,1.342425,25,20,0.324675,0.8
5831,0.01,0.800475,1.328157,30,23,0.38961,0.766667
5832,0.01,0.786171,1.354233,29,24,0.376623,0.827586
5833,0.01,0.751643,1.356693,30,25,0.38961,0.833333
5834,0.01,0.799536,1.332913,27,21,0.350649,0.777778
5835,0.01,0.716168,1.380472,27,24,0.350649,0.888889
5836,0.01,0.797284,1.339473,29,23,0.376623,0.793103
5837,0.01,0.782731,1.347775,32,26,0.415584,0.8125
5838,0.01,0.802727,1.37096,30,26,0.38961,0.866667
5839,0.01,0.74282,1.382171,28,25,0.363636,0.892857
5840,0.01,0.878034,1.321023,28,21,0.363636,0.75
5841,0.01,0.730963,1.342425,35,28,0.454545,0.8
5842,0.01,0.722299,1.308182,25,18,0.324675,0.72
5843,0.01,0.81311,1.305736,28,20,0.363636,0.714286
5844,0.01,0.821901,1.364619,27,23,0.350649,0.851852
5845,0.01,0.844024,1.339473,29,23,0.376623,0.793103
5846,0.01,0.726305,1.366884,28,24,0.363636,0.857143
5847,0.01,0.830537,1.324713,29,22,0.376623,0.758621
5848,0.01,0.830734,1.308182,25,18,0.324675,0.72
5849,0.01,0.74783,1.359546,25,21,0.324675,0.84
5850,0.01,0.82877,1.378643,26,23,0.337662,0.884615
5851,0.01,0.804406,1.386609,31,28,0.402597,0.903226
5852,0.01,0.735786,1.339473,29,23,0.376623,0.793103
5853,0.01,0.805273,1.313889,30,22,0.38961,0.733333
5854,0.01,0.778312,1.334399,32,25,0.415584,0.78125
5855,0.01,0.789861,1.354233,29,24,0.376623,0.827586
5856,0.01,0.70419,1.390811,23,21,0.298701,0.913043
5857,0.01,0.730929,1.331379,31,24,0.402597,0.774194
5858,0.01,0.86946,1.364619,27,23,0.350649,0.851852
5859,0.01,0.792278,1.368992,29,25,0.376623,0.862069
5860,0.01,0.776569,1.37096,30,26,0.38961,0.866667
5861,0.01,0.752266,1.390811,23,21,0.298701,0.913043
5862,0.01,0.80869,1.364619,27,23,0.350649,0.851852
5863,0.01,0.724554,1.36218,26,22,0.337662,0.846154
5864,0.01,0.852135,1.308182,25,18,0.324675,0.72
5865,0.01,0.761915,1.358994,31,26,0.402597,0.83871
5866,0.01,0.794488,1.342425,30,24,0.38961,0.8
5867,0.01,0.829581,1.33631,28,22,0.363636,0.785714
5868,0.01,0.842215,1.390811,23,21,0.298701,0.913043
5869,0.01,0.753316,1.378643,26,23,0.337662,0.884615
5870,0.01,0.780021,1.354233,29,24,0.376623,0.827586
5871,0.01,0.716063,1.354233,29,24,0.376623,0.827586
5872,0.01,0.721714,1.395106,26,24,0.337662,0.923077
5873,0.01,0.751837,1.380472,27,24,0.350649,0.888889
5874,0.01,0.792637,1.33631,28,22,0.363636,0.785714
5875,0.01,0.736406,1.397457,28,26,0.363636,0.928571
5876,0.01,0.846845,1.328157,30,23,0.38961,0.766667
5877,0.01,0.924464,1.372201,23,20,0.298701,0.869565
5878,0.01,0.809108,1.366884,28,24,0.363636,0.857143
5879,0.01,0.76061,1.397457,28,26,0.363636,0.928571
5880,0.01,0.863886,1.366884,28,24,0.363636,0.857143
5881,0.01,0.80909,1.358994,31,26,0.402597,0.83871
5882,0.01,0.762343,1.356693,30,25,0.38961,0.833333
5883,0.01,0.740041,1.348766,27,22,0.350649,0.814815
5884,0.01,0.692185,1.359546,25,21,0.324675,0.84
5885,0.01,0.858835,1.351597,28,23,0.363636,0.821429
5886,0.01,0.691355,1.338858,24,19,0.311688,0.791667
5887,0.01,0.790502,1.329255,26,20,0.337662,0.769231
5888,0.01,0.80824,1.36218,26,22,0.337662,0.846154
5889,0.01,0.776017,1.356693,24,20,0.311688,0.833333
5890,0.01,0.831007,1.356693,24,20,0.311688,0.833333
5891,0.01,0.757168,1.364619,27,23,0.350649,0.851852
5892,0.01,0.781638,1.303764,31,22,0.402597,0.709677
5893,0.01,0.765188,1.332913,27,21,0.350649,0.777778
5894,0.01,0.802132,1.348766,27,22,0.350649,0.814815
5895,0.01,0.769282,1.342425,25,20,0.324675,0.8
5896,0.01,0.708288,1.364619,27,23,0.350649,0.851852
5897,0.01,0.742564,1.361151,32,27,0.415584,0.84375
5898,0.01,0.79009,1.33631,28,22,0.363636,0.785714
5899,0.01,0.819381,1.354233,29,24,0.376623,0.827586
5900,0.01,0.835413,1.374527,24,21,0.311688,0.875
5901,0.01,0.802247,1.350207,33,27,0.428571,0.818182
5902,0.01,0.807879,1.351597,28,23,0.363636,0.821429
5903,0.01,0.737877,1.369663,22,19,0.285714,0.863636
5904,0.01,0.82187,1.41091,25,24,0.324675,0.96
5905,0.01,0.740407,1.33631,28,22,0.363636,0.785714
5906,0.01,0.784976,1.342425,30,24,0.38961,0.8
5907,0.01,0.71589,1.358994,31,26,0.402597,0.83871
5908,0.01,0.825487,1.368992,29,25,0.376623,0.862069
5909,0.01,0.823967,1.386609,31,28,0.402597,0.903226
5910,0.01,0.834485,1.331379,31,24,0.402597,0.774194
5911,0.01,0.88913,1.342425,25,20,0.324675,0.8
5912,0.01,0.762499,1.348766,27,22,0.350649,0.814815
5913,0.01,0.694488,1.385228,30,27,0.38961,0.9
5914,0.01,0.767024,1.382171,28,25,0.363636,0.892857
5915,0.01,0.78957,1.345186,31,25,0.402597,0.806452
5916,0.01,0.788304,1.347775,32,26,0.415584,0.8125
5917,0.01,0.756205,1.329255,26,20,0.337662,0.769231
5918,0.01,0.752635,1.347775,32,26,0.415584,0.8125
5919,0.01,0.8621,1.331379,31,24,0.402597,0.774194
5920,0.01,0.762385,1.342425,30,24,0.38961,0.8
5921,0.01,0.769181,1.376667,25,22,0.324675,0.88
5922,0.01,0.863261,1.312792,26,19,0.337662,0.730769
5923,0.01,0.664739,1.348766,27,22,0.350649,0.814815
5924,0.01,0.767783,1.348766,27,22,0.350649,0.814815
5925,0.01,0.808441,1.309953,29,21,0.376623,0.724138
5926,0.01,0.746803,1.385228,30,27,0.38961,0.9
5927,0.01,0.782223,1.345717,26,21,0.337662,0.807692
5928,0.01,0.735984,1.380472,27,24,0.350649,0.888889
5929,0.01,0.727347,1.345717,26,21,0.337662,0.807692
