resample,threshold,oob_cpwer,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
7410,0.01,0.758182,24,20,0.311688,0.833333
7411,0.01,0.801526,26,19,0.337662,0.730769
7412,0.01,0.717598,26,24,0.337662,0.923077
7413,0.01,0.8489,29,24,0.376623,0.827586
7414,0.01,0.764216,31,26,0.402597,0.83871
7415,0.01,0.811739,24,19,0.311688,0.791667
7416,0.01,0.794963,25,20,0.324675,0.8
7417,0.01,0.810658,25,20,0.324675,0.8
7418,0.01,0.795095,28,24,0.363636,0.857143
7419,0.01,0.810322,31,24,0.402597,0.774194
7420,0.01,0.747022,32,27,0.415584,0.84375
7421,0.01,0.795893,26,22,0.337662,0.846154
7422,0.01,0.680405,27,26,0.350649,0.962963
7423,0.01,0.771855,30,25,0.38961,0.833333
7424,0.01,0.802131,27,22,0.350649,0.814815
7425,0.01,0.787445,29,23,0.376623,0.793103
7426,0.01,0.791516,27,23,0.350649,0.851852
7427,0.01,0.815647,29,25,0.376623,0.862069
7428,0.01,0.765771,24,17,0.311688,0.708333
7429,0.01,0.839669,30,24,0.38961,0.8
7430,0.01,0.817207,32,28,0.415584,0.875
7431,0.01,0.804058,28,23,0.363636,0.821429
7432,0.01,0.784911,27,23,0.350649,0.851852
7433,0.01,0.721194,23,22,0.298701,0.956522
7434,0.01,0.785053,23,17,0.298701,0.73913
7435,0.01,0.793257,30,25,0.38961,0.833333
7436,0.01,0.65944,29,25,0.376623,0.862069
7437,0.01,0.826464,30,27,0.38961,0.9
7438,0.01,0.766509,27,21,0.350649,0.777778
7439,0.01,0.746435,37,29,0.480519,0.783784
7440,0.01,0.749181,30,27,0.38961,0.9
7441,0.01,0.693138,28,25,0.363636,0.892857
7442,0.01,0.841263,26,20,0.337662,0.769231
7443,0.01,0.725102,25,19,0.324675,0.76
7444,0.01,0.792945,22,20,0.285714,0.909091
7445,0.01,0.716063,29,24,0.376623,0.827586
7446,0.01,0.775987,28,24,0.363636,0.857143
7447,3.22,0.898778,34,27,0.441558,0.794118
7448,0.01,0.721499,27,23,0.350649,0.851852
7449,0.01,0.783448,24,20,0.311688,0.833333
7450,0.01,0.797313,26,21,0.337662,0.807692
7451,0.01,0.83206,25,20,0.324675,0.8
7452,0.01,0.813928,27,24,0.350649,0.888889
7453,0.01,0.79206,25,21,0.324675,0.84
7454,0.01,0.750856,24,18,0.311688,0.75
7455,0.01,0.805286,28,24,0.363636,0.857143
7456,0.01,0.869507,27,22,0.350649,0.814815
7457,0.01,0.819446,31,26,0.402597,0.83871
7458,0.01,0.787646,27,21,0.350649,0.777778
7459,3.22,0.86997,32,23,0.415584,0.71875
7460,0.01,0.780423,24,21,0.311688,0.875
7461,0.01,0.872621,24,20,0.311688,0.833333
7462,0.01,0.731346,30,27,0.38961,0.9
7463,0.01,0.80461,31,23,0.402597,0.741935
7464,0.01,0.738246,29,23,0.376623,0.793103
7465,0.01,0.767132,26,21,0.337662,0.807692
7466,0.01,0.749173,32,29,0.415584,0.90625
7467,0.01,0.796847,27,22,0.350649,0.814815
7468,0.01,0.710518,24,22,0.311688,0.916667
7469,3.31,1.009022,26,17,0.337662,0.653846
7470,0.01,0.766492,29,24,0.376623,0.827586
7471,0.01,0.783668,29,25,0.376623,0.862069
7472,3.22,0.961035,27,19,0.350649,0.703704
7473,0.01,0.856333,28,22,0.363636,0.785714
7474,0.01,0.784966,26,21,0.337662,0.807692
7475,0.01,0.84232,28,22,0.363636,0.785714
7476,0.01,0.767737,27,23,0.350649,0.851852
7477,3.22,0.85542,32,23,0.415584,0.71875
7478,0.01,0.779533,27,25,0.350649,0.925926
7479,0.01,0.765262,29,24,0.376623,0.827586
7480,0.01,0.70672,26,22,0.337662,0.846154
7481,3.22,0.845448,32,21,0.415584,0.65625
7482,0.01,0.738821,31,28,0.402597,0.903226
7483,0.01,0.810608,25,21,0.324675,0.84
7484,0.01,0.658788,28,24,0.363636,0.857143
7485,0.01,0.764339,26,22,0.337662,0.846154
7486,0.01,0.833357,28,23,0.363636,0.821429
7487,0.01,0.778535,28,24,0.363636,0.857143
7488,0.01,0.832619,30,22,0.38961,0.733333
7489,0.01,0.873606,31,24,0.402597,0.774194
7490,0.01,0.829094,30,21,0.38961,0.7
7491,0.01,0.730726,31,29,0.402597,0.935484
7492,3.22,1.023084,32,22,0.415584,0.6875
7493,0.01,0.859049,26,21,0.337662,0.807692
7494,0.01,0.789611,31,24,0.402597,0.774194
7495,0.01,0.833213,31,27,0.402597,0.870968
7496,0.01,0.869853,29,23,0.376623,0.793103
7497,0.01,0.764339,26,22,0.337662,0.846154
7498,0.01,0.81293,28,24,0.363636,0.857143
7499,0.01,0.866614,28,20,0.363636,0.714286
7500,0.01,0.837428,32,24,0.415584,0.75
7501,0.01,0.787646,27,21,0.350649,0.777778
7502,0.01,0.757925,29,23,0.376623,0.793103
7503,0.01,0.756878,28,24,0.363636,0.857143
7504,0.01,0.814884,31,25,0.402597,0.806452
7505,0.01,0.730779,29,25,0.376623,0.862069
7506,0.01,0.666886,26,23,0.337662,0.884615
7507,0.01,0.736541,28,23,0.363636,0.821429
7508,0.01,0.753979,30,26,0.38961,0.866667
7509,0.01,0.851327,21,15,0.272727,0.714286
7510,3.22,0.957993,25,17,0.324675,0.68
7511,0.01,0.827108,22,18,0.285714,0.818182
7512,0.01,0.784985,29,23,0.376623,0.793103
7513,0.01,0.750834,25,18,0.324675,0.72
7514,0.01,0.763248,28,24,0.363636,0.857143
7515,0.01,0.756441,30,24,0.38961,0.8
7516,0.01,0.820767,27,19,0.350649,0.703704
7517,0.01,0.759025,29,26,0.376623,0.896552
7518,0.01,0.915345,26,20,0.337662,0.769231
7519,0.01,0.846051,28,24,0.363636,0.857143
7520,3.31,0.927886,26,20,0.337662,0.769231
7521,0.01,0.811134,30,24,0.38961,0.8
7522,0.01,0.768638,24,19,0.311688,0.791667
7523,0.01,0.784892,30,26,0.38961,0.866667
7524,0.01,0.687057,27,25,0.350649,0.925926
7525,0.01,0.827165,22,17,0.285714,0.772727
7526,0.01,0.7649,25,22,0.324675,0.88
7527,0.01,0.773086,30,24,0.38961,0.8
7528,0.01,0.818267,30,24,0.38961,0.8
7529,3.31,0.916527,27,19,0.350649,0.703704
7530,3.31,0.858709,31,25,0.402597,0.806452
7531,0.01,0.802249,25,17,0.324675,0.68
7532,0.01,0.796876,24,19,0.311688,0.791667
7533,0.01,0.78969,30,25,0.38961,0.833333
7534,0.01,0.826464,30,27,0.38961,0.9
7535,0.01,0.754526,27,23,0.350649,0.851852
7536,0.01,0.71521,23,18,0.298701,0.782609
7537,0.01,0.798685,26,21,0.337662,0.807692
7538,0.01,0.801077,31,25,0.402597,0.806452
7539,0.01,0.7876,27,22,0.350649,0.814815
7540,0.01,0.763821,32,25,0.415584,0.78125
7541,0.01,0.790826,24,21,0.311688,0.875
7542,0.01,0.824128,30,26,0.38961,0.866667
7543,0.01,0.759966,30,25,0.38961,0.833333
7544,0.01,0.786494,23,19,0.298701,0.826087
7545,0.01,0.701088,23,21,0.298701,0.913043
7546,0.01,0.795799,23,19,0.298701,0.826087
7547,0.01,0.828077,29,22,0.376623,0.758621
7548,0.01,0.721209,28,24,0.363636,0.857143
7549,0.01,0.720025,28,22,0.363636,0.785714
7550,0.01,0.609015,28,26,0.363636,0.928571
7551,0.01,0.744615,31,27,0.402597,0.870968
7552,0.01,0.802853,30,23,0.38961,0.766667
7553,0.01,0.775987,28,24,0.363636,0.857143
7554,0.01,0.726205,31,27,0.402597,0.870968
7555,0.01,0.863549,25,18,0.324675,0.72
7556,0.01,0.8366,29,24,0.376623,0.827586
7557,0.01,0.821901,27,23,0.350649,0.851852
7558,0.01,0.758544,31,24,0.402597,0.774194
7559,0.01,0.749156,25,23,0.324675,0.92
7560,0.01,0.808714,30,25,0.38961,0.833333
7561,0.01,0.809541,29,24,0.376623,0.827586
7562,0.01,0.78372,28,22,0.363636,0.785714
7563,0.01,0.730241,30,25,0.38961,0.833333
7564,0.01,0.880669,22,17,0.285714,0.772727
7565,0.01,0.768504,26,21,0.337662,0.807692
7566,0.01,0.755559,28,25,0.363636,0.892857
7567,3.31,0.861417,29,22,0.376623,0.758621
7568,0.01,0.824543,27,23,0.350649,0.851852
7569,3.22,1.002138,26,17,0.337662,0.653846
7570,0.01,0.757756,30,21,0.38961,0.7
7571,3.22,0.904856,31,22,0.402597,0.709677
7572,0.01,0.827398,26,23,0.337662,0.884615
7573,0.01,0.729381,34,27,0.441558,0.794118
7574,0.01,0.720224,27,22,0.350649,0.814815
7575,0.01,0.810095,24,22,0.311688,0.916667
7576,0.01,0.82445,27,25,0.350649,0.925926
7577,3.31,0.904618,29,19,0.376623,0.655172
7578,3.31,0.936321,23,16,0.298701,0.695652
7579,0.01,0.70192,31,30,0.402597,0.967742
7580,0.01,0.720982,29,24,0.376623,0.827586
7581,0.01,0.780065,29,23,0.376623,0.793103
7582,0.01,0.818238,29,22,0.376623,0.758621
7583,0.01,0.755378,29,25,0.376623,0.862069
7584,0.01,0.828413,27,25,0.350649,0.925926
7585,0.01,0.773021,27,23,0.350649,0.851852
7586,0.01,0.639638,27,22,0.350649,0.814815
7587,0.01,0.773574,28,21,0.363636,0.75
7588,3.22,0.881053,29,22,0.376623,0.758621
7589,0.01,0.79211,25,20,0.324675,0.8
7590,0.01,0.820622,33,27,0.428571,0.818182
7591,0.01,0.779031,30,24,0.38961,0.8
7592,0.01,0.768504,26,21,0.337662,0.807692
7593,0.01,0.782006,23,16,0.298701,0.695652
7594,0.01,0.808192,26,23,0.337662,0.884615
7595,0.01,0.800975,29,23,0.376623,0.793103
7596,0.01,0.769435,30,26,0.38961,0.866667
7597,0.01,0.804103,28,22,0.363636,0.785714
7598,0.01,0.759471,28,23,0.363636,0.821429
7599,0.01,0.744139,28,24,0.363636,0.857143
7600,0.01,0.787662,26,22,0.337662,0.846154
7601,0.01,0.687104,27,24,0.350649,0.888889
7602,0.01,0.712416,29,23,0.376623,0.793103
7603,0.01,0.753205,27,23,0.350649,0.851852
7604,0.01,0.774758,28,23,0.363636,0.821429
7605,0.01,0.744094,28,25,0.363636,0.892857
7606,3.31,0.917256,29,21,0.376623,0.724138
7607,0.01,0.808315,23,17,0.298701,0.73913
7608,0.01,0.738626,27,24,0.350649,0.888889
7609,0.01,0.743448,25,23,0.324675,0.92
7610,0.01,0.764702,28,20,0.363636,0.714286
7611,0.01,0.754963,25,21,0.324675,0.84
7612,0.01,0.785102,20,14,0.25974,0.7
7613,0.01,0.723312,29,27,0.376623,0.931034
7614,0.01,0.736186,30,25,0.38961,0.833333
7615,0.01,0.736124,27,21,0.350649,0.777778
7616,0.01,0.734663,27,24,0.350649,0.888889
7617,0.01,0.822173,25,18,0.324675,0.72
7618,0.01,0.763867,27,21,0.350649,0.777778
7619,0.01,0.761955,31,25,0.402597,0.806452
7620,0.01,0.844867,28,22,0.363636,0.785714
7621,0.01,0.736805,26,24,0.337662,0.923077
7622,0.01,0.765508,24,22,0.311688,0.916667
7623,0.01,0.79505,28,25,0.363636,0.892857
7624,3.31,0.928009,28,19,0.363636,0.678571
7625,0.01,0.745413,28,24,0.363636,0.857143
7626,0.01,0.820618,28,23,0.363636,0.821429
7627,0.01,0.71812,32,25,0.415584,0.78125
7628,0.01,0.79179,31,27,0.402597,0.870968
7629,0.01,0.739476,29,23,0.376623,0.793103
7630,3.31,0.94937,30,22,0.38961,0.733333
7631,0.01,0.791004,29,26,0.376623,0.896552
7632,0.01,0.840443,27,22,0.350649,0.814815
7633,0.01,0.73837,26,20,0.337662,0.769231
7634,0.01,0.687368,26,25,0.337662,0.961538
7635,0.01,0.784869,26,23,0.337662,0.884615
7636,0.01,0.806545,23,21,0.298701,0.913043
7637,0.01,0.823681,24,18,0.311688,0.75
7638,0.01,0.865982,33,28,0.428571,0.848485
7639,0.01,0.733808,30,25,0.38961,0.833333
7640,0.01,0.714963,25,22,0.324675,0.88
7641,0.01,0.796515,31,24,0.402597,0.774194
7642,0.01,0.703143,27,20,0.350649,0.740741
7643,0.01,0.815647,29,25,0.376623,0.862069
7644,0.01,0.844024,29,23,0.376623,0.793103
7645,0.01,0.701259,29,25,0.376623,0.862069
7646,0.01,0.823256,28,21,0.363636,0.75
7647,0.01,0.765932,32,28,0.415584,0.875
7648,0.01,0.722483,28,24,0.363636,0.857143
7649,0.01,0.85771,27,20,0.350649,0.740741
7650,3.31,1.039345,28,20,0.363636,0.714286
7651,0.01,0.796805,33,28,0.428571,0.848485
7652,0.01,0.77115,26,23,0.337662,0.884615
7653,0.01,0.838514,22,17,0.285714,0.772727
7654,0.01,0.814784,30,22,0.38961,0.733333
7655,0.01,0.782173,25,19,0.324675,0.76
7656,0.01,0.779944,28,21,0.363636,0.75
7657,3.31,1.087181,27,17,0.350649,0.62963
7658,0.01,0.77843,33,28,0.428571,0.848485
7659,0.01,0.777171,28,26,0.363636,0.928571
7660,0.01,0.693383,30,25,0.38961,0.833333
7661,0.01,0.708596,29,26,0.376623,0.896552
7662,0.01,0.796474,31,25,0.402597,0.806452
7663,0.01,0.747912,29,27,0.376623,0.931034
7664,0.01,0.783858,31,24,0.402597,0.774194
7665,0.01,0.835159,27,22,0.350649,0.814815
7666,0.01,0.736631,28,21,0.363636,0.75
7667,0.01,0.740706,29,23,0.376623,0.793103
7668,3.31,1.074994,26,16,0.337662,0.615385
7669,0.01,0.735984,27,24,0.350649,0.888889
7670,0.01,0.754375,28,23,0.363636,0.821429
7671,0.01,0.782311,28,25,0.363636,0.892857
7672,0.01,0.750563,27,23,0.350649,0.851852
7673,0.01,0.790454,26,21,0.337662,0.807692
7674,0.01,0.691532,26,24,0.337662,0.923077
7675,0.01,0.75229,24,19,0.311688,0.791667
7676,0.01,0.701706,24,20,0.311688,0.833333
7677,0.01,0.786313,28,21,0.363636,0.75
7678,0.01,0.661496,26,21,0.337662,0.807692
7679,0.01,0.767099,30,25,0.38961,0.833333
7680,0.01,0.730735,29,26,0.376623,0.896552
7681,3.31,0.984632,29,20,0.376623,0.689655
7682,0.01,0.7036,25,21,0.324675,0.84
7683,3.31,0.854351,31,21,0.402597,0.677419
7684,0.01,0.806336,30,25,0.38961,0.833333
7685,0.01,0.798215,27,21,0.350649,0.777778
7686,0.01,0.806294,30,26,0.38961,0.866667
7687,0.01,0.806868,26,22,0.337662,0.846154
7688,0.01,0.722528,28,23,0.363636,0.821429
7689,0.01,0.729697,31,26,0.402597,0.83871
7690,0.01,0.800671,25,20,0.324675,0.8
7691,0.01,0.803968,28,25,0.363636,0.892857
7692,0.01,0.75634,25,22,0.324675,0.88
7693,0.01,0.788771,28,23,0.363636,0.821429
7694,0.01,0.796068,32,27,0.415584,0.84375
7695,3.31,1.012181,29,18,0.376623,0.62069
7696,0.01,0.739089,28,23,0.363636,0.821429
7697,0.01,0.744832,32,26,0.415584,0.8125
7698,0.01,0.669519,30,27,0.38961,0.9
7699,0.01,0.739753,30,25,0.38961,0.833333
7700,0.01,0.792068,30,25,0.38961,0.833333
7701,0.01,0.721026,29,23,0.376623,0.793103
7702,0.01,0.709699,28,25,0.363636,0.892857
7703,0.01,0.772571,26,22,0.337662,0.846154
7704,3.22,0.870531,37,31,0.480519,0.837838
7705,0.01,0.757028,23,19,0.298701,0.826087
7706,0.01,0.754105,30,23,0.38961,0.766667
7707,0.01,0.742122,25,21,0.324675,0.84
7708,0.01,0.768819,31,26,0.402597,0.83871
7709,0.01,0.740984,30,24,0.38961,0.8
7710,0.01,0.781353,31,29,0.402597,0.935484
7711,0.01,0.701542,27,26,0.350649,0.962963
7712,0.01,0.712162,24,19,0.311688,0.791667
7713,0.01,0.796141,29,21,0.376623,0.724138
7714,0.01,0.804042,30,23,0.38961,0.766667
7715,0.01,0.800526,32,27,0.415584,0.84375
7716,0.01,0.727089,29,25,0.376623,0.862069
7717,0.01,0.800974,29,23,0.376623,0.793103
7718,0.01,0.7929,31,28,0.402597,0.903226
7719,0.01,0.774389,27,22,0.350649,0.814815
7720,3.22,0.911955,29,21,0.376623,0.724138
7721,0.01,0.771606,27,25,0.350649,0.925926
7722,0.01,0.821841,29,24,0.376623,0.827586
7723,0.01,0.809243,28,21,0.363636,0.75
7724,0.01,0.813018,33,28,0.428571,0.848485
7725,3.22,0.850023,31,21,0.402597,0.677419
7726,3.22,0.823865,32,23,0.415584,0.71875
7727,0.01,0.756315,30,27,0.38961,0.9
7728,0.01,0.843278,30,23,0.38961,0.766667
7729,0.01,0.715772,32,28,0.415584,0.875
7730,0.01,0.82846,27,24,0.350649,0.888889
7731,3.22,0.916081,28,19,0.363636,0.678571
7732,0.01,0.728622,26,23,0.337662,0.884615
7733,0.01,0.671482,28,25,0.363636,0.892857
7734,0.01,0.749422,24,17,0.311688,0.708333
7735,0.01,0.671617,28,22,0.363636,0.785714
7736,0.01,0.814678,29,19,0.376623,0.655172
7737,0.01,0.746899,29,22,0.376623,0.758621
7738,0.01,0.714893,27,23,0.350649,0.851852
7739,0.01,0.883423,25,20,0.324675,0.8
7740,0.01,0.705599,27,24,0.350649,0.888889
7741,0.01,0.701321,32,27,0.415584,0.84375
7742,0.01,0.715931,30,26,0.38961,0.866667
7743,0.01,0.773044,30,25,0.38961,0.833333
7744,0.01,0.842537,26,22,0.337662,0.846154
7745,0.01,0.759344,25,19,0.324675,0.76
7746,0.01,0.7223,33,26,0.428571,0.787879
7747,3.31,1.017351,30,17,0.38961,0.566667
7748,3.31,0.958029,31,19,0.402597,0.612903
7749,3.22,0.858554,29,22,0.376623,0.758621
7750,0.01,0.794158,27,23,0.350649,0.851852
7751,0.01,0.810105,27,21,0.350649,0.777778
7752,0.01,0.707453,29,24,0.376623,0.827586
7753,0.01,0.799763,31,29,0.402597,0.935484
7754,0.01,0.832409,30,27,0.38961,0.9
7755,0.01,0.820636,26,21,0.337662,0.807692
7756,0.01,0.814021,27,22,0.350649,0.814815
7757,0.01,0.775149,33,29,0.428571,0.878788
7758,0.01,0.670708,20,18,0.25974,0.9
7759,0.01,0.758152,28,24,0.363636,0.857143
7760,0.01,0.730199,30,26,0.38961,0.866667
7761,0.01,0.737943,25,19,0.324675,0.76
7762,0.01,0.758442,27,24,0.350649,0.888889
7763,3.31,1.086897,28,19,0.363636,0.678571
7764,0.01,0.800236,28,23,0.363636,0.821429
7765,0.01,0.873647,31,23,0.402597,0.741935
7766,0.01,0.847757,29,22,0.376623,0.758621
7767,0.01,0.667482,31,28,0.402597,0.903226
7768,0.01,0.86258,34,28,0.441558,0.823529
7769,0.01,0.808354,29,23,0.376623,0.793103
7770,0.01,0.82501,32,28,0.415584,0.875
7771,0.01,0.858798,27,25,0.350649,0.925926
7772,0.01,0.677941,28,23,0.363636,0.821429
7773,0.01,0.799007,28,22,0.363636,0.785714
7774,0.01,0.737352,27,23,0.350649,0.851852
7775,0.01,0.71361,28,23,0.363636,0.821429
7776,0.01,0.763016,26,21,0.337662,0.807692
7777,0.01,0.806515,28,25,0.363636,0.892857
7778,0.01,0.718653,29,21,0.376623,0.724138
7779,0.01,0.830532,25,22,0.324675,0.88
7780,0.01,0.763064,26,20,0.337662,0.769231
7781,0.01,0.834032,24,19,0.311688,0.791667
7782,0.01,0.816887,28,21,0.363636,0.75
7783,0.01,0.749288,27,22,0.350649,0.814815
7784,0.01,0.84411,29,21,0.376623,0.724138
7785,3.22,1.029426,32,22,0.415584,0.6875
7786,0.01,0.735699,29,25,0.376623,0.862069
7787,0.01,0.693511,25,23,0.324675,0.92
7788,0.01,0.774342,27,23,0.350649,0.851852
7789,0.01,0.81844,32,25,0.415584,0.78125
7790,0.01,0.718779,34,30,0.441558,0.882353
7791,0.01,0.87054,30,25,0.38961,0.833333
7792,0.01,0.798168,27,22,0.350649,0.814815
7793,0.01,0.758777,30,25,0.38961,0.833333
7794,0.01,0.758777,30,25,0.38961,0.833333
7795,0.01,0.716568,24,20,0.311688,0.833333
7796,0.01,0.836456,36,30,0.467532,0.833333
7797,0.01,0.828189,33,27,0.428571,0.818182
7798,3.31,0.868512,27,19,0.350649,0.703704
7799,0.01,0.77115,26,23,0.337662,0.884615
7800,0.01,0.84903,25,23,0.324675,0.92
7801,0.01,0.841477,29,25,0.376623,0.862069
7802,0.01,0.828511,32,24,0.415584,0.75
7803,0.01,0.819414,30,25,0.38961,0.833333
7804,0.01,0.759294,25,20,0.324675,0.8
7805,0.01,0.835595,31,25,0.402597,0.806452
7806,0.01,0.775015,29,26,0.376623,0.896552
7807,0.01,0.878708,27,23,0.350649,0.851852
7808,0.01,0.741636,28,23,0.363636,0.821429
7809,0.01,0.842489,26,23,0.337662,0.884615
7810,0.01,0.786338,26,21,0.337662,0.807692
7811,0.01,0.836583,31,29,0.402597,0.935484
7812,0.01,0.801018,29,22,0.376623,0.758621
7813,0.01,0.813511,30,24,0.38961,0.8
7814,0.01,0.787662,26,22,0.337662,0.846154
7815,0.01,0.831346,30,24,0.38961,0.8
7816,0.01,0.768691,24,18,0.311688,0.75
7817,0.01,0.740407,28,22,0.363636,0.785714
7818,0.01,0.8248,26,20,0.337662,0.769231
7819,0.01,0.796941,27,20,0.350649,0.740741
7820,0.01,0.772189,31,28,0.402597,0.903226
7821,0.01,0.798471,29,24,0.376623,0.827586
7822,0.01,0.728104,27,23,0.350649,0.851852
7823,0.01,0.736479,31,29,0.402597,0.935484
7824,0.01,0.807969,28,21,0.363636,0.75
7825,0.01,0.785051,27,20,0.350649,0.740741
7826,0.01,0.795035,21,19,0.272727,0.904762
7827,0.01,0.739645,26,22,0.337662,0.846154
7828,0.01,0.863599,24,22,0.311688,0.916667
7829,0.01,0.789004,25,25,0.324675,1.0
7830,0.01,0.778905,30,27,0.38961,0.9
7831,0.01,0.691207,27,21,0.350649,0.777778
7832,0.01,0.829581,28,22,0.363636,0.785714
7833,0.01,0.721811,26,22,0.337662,0.846154
7834,0.01,0.757767,25,22,0.324675,0.88
7835,0.01,0.76593,28,21,0.363636,0.75
7836,0.01,0.82877,26,23,0.337662,0.884615
7837,0.01,0.770138,29,25,0.376623,0.862069
7838,0.01,0.78373,27,20,0.350649,0.740741
7839,3.31,0.902028,29,23,0.376623,0.793103
7840,0.01,0.796782,30,26,0.38961,0.866667
7841,0.01,0.723065,30,26,0.38961,0.866667
7842,0.01,0.708897,23,20,0.298701,0.869565
7843,0.01,0.803474,25,21,0.324675,0.84
7844,0.01,0.79996,26,23,0.337662,0.884615
7845,0.01,0.80794,31,26,0.402597,0.83871
7846,0.01,0.819254,28,25,0.363636,0.892857
7847,0.01,0.755064,25,19,0.324675,0.76
7848,0.01,0.788718,29,22,0.376623,0.758621
7849,0.01,0.757817,25,21,0.324675,0.84
7850,0.01,0.802829,28,22,0.363636,0.785714
7851,0.01,0.785039,24,18,0.311688,0.75
7852,0.01,0.828476,23,17,0.298701,0.73913
7853,0.01,0.763945,29,26,0.376623,0.896552
7854,0.01,0.757767,25,22,0.324675,0.88
7855,0.01,0.824013,32,25,0.415584,0.78125
7856,0.01,0.773529,28,22,0.363636,0.785714
7857,0.01,0.706179,29,25,0.376623,0.862069
7858,0.01,0.736998,26,20,0.337662,0.769231
7859,0.01,0.747729,25,23,0.324675,0.92
7860,3.31,0.947887,31,22,0.402597,0.709677
7861,0.01,0.718225,30,28,0.38961,0.933333
7862,0.01,0.78771,26,21,0.337662,0.807692
7863,0.01,0.754812,25,24,0.324675,0.96
7864,0.01,0.742005,30,28,0.38961,0.933333
7865,0.01,0.818829,22,21,0.285714,0.954545
7866,0.01,0.835793,33,26,0.428571,0.787879
7867,0.01,0.697117,26,22,0.337662,0.846154
7868,0.01,0.761178,27,22,0.350649,0.814815
7869,0.01,0.666733,29,27,0.376623,0.931034
7870,0.01,0.718536,22,17,0.285714,0.772727
7871,0.01,0.751559,31,26,0.402597,0.83871
7872,0.01,0.8066,23,20,0.298701,0.869565
7873,0.01,0.778835,29,23,0.376623,0.793103
7874,0.01,0.782401,28,23,0.363636,0.821429
7875,0.01,0.734178,31,29,0.402597,0.935484
7876,0.01,0.821736,35,26,0.454545,0.742857
7877,0.01,0.766599,31,24,0.402597,0.774194
7878,0.01,0.758371,35,31,0.454545,0.885714
7879,0.01,0.732764,28,22,0.363636,0.785714
7880,0.01,0.807124,29,23,0.376623,0.793103
7881,3.31,1.041961,28,18,0.363636,0.642857
7882,0.01,0.765541,35,30,0.454545,0.857143
7883,3.31,1.098615,27,17,0.350649,0.62963
7884,0.01,0.824485,28,22,0.363636,0.785714
7885,0.01,0.70126,29,25,0.376623,0.862069
7886,0.01,0.86735,29,24,0.376623,0.827586
7887,0.01,0.812803,23,20,0.298701,0.869565
7888,0.01,0.673984,28,26,0.363636,0.928571
7889,0.01,0.84664,33,25,0.428571,0.757576
7890,0.01,0.824875,25,21,0.324675,0.84
7891,0.01,0.856378,24,18,0.311688,0.75
7892,0.01,0.739259,32,26,0.415584,0.8125
7893,0.01,0.732286,25,18,0.324675,0.72
7894,0.01,0.793246,26,20,0.337662,0.769231
7895,0.01,0.814504,29,23,0.376623,0.793103
7896,0.01,0.768455,26,22,0.337662,0.846154
7897,0.01,0.786088,28,26,0.363636,0.928571
7898,0.01,0.773511,25,21,0.324675,0.84
7899,0.01,0.74792,27,23,0.350649,0.851852
7900,0.01,0.739219,25,22,0.324675,0.88
7901,0.01,0.737375,24,20,0.311688,0.833333
7902,0.01,0.853733,29,26,0.376623,0.896552
7903,0.01,0.732737,26,23,0.337662,0.884615
7904,3.22,1.059685,26,19,0.337662,0.730769
7905,0.01,0.760255,29,26,0.376623,0.896552
7906,0.01,0.784911,27,23,0.350649,0.851852
7907,0.01,0.787749,24,23,0.311688,0.958333
7908,0.01,0.732453,32,29,0.415584,0.90625
7909,0.01,0.826431,31,24,0.402597,0.774194
7910,0.01,0.777306,28,23,0.363636,0.821429
7911,3.22,0.893328,33,24,0.428571,0.727273
7912,0.01,0.823269,27,22,0.350649,0.814815
7913,0.01,0.799954,24,17,0.311688,0.708333
7914,0.01,0.777792,25,21,0.324675,0.84
7915,0.01,0.691463,29,24,0.376623,0.827586
7916,0.01,0.798336,32,26,0.415584,0.8125
7917,3.31,0.948016,32,24,0.415584,0.75
7918,0.01,0.781172,28,22,0.363636,0.785714
7919,0.01,0.745372,27,21,0.350649,0.777778
7920,0.01,0.803297,31,27,0.402597,0.870968
7921,0.01,0.767024,28,25,0.363636,0.892857
7922,0.01,0.746971,30,23,0.38961,0.766667
7923,0.01,0.836573,27,20,0.350649,0.740741
7924,0.01,0.822784,33,27,0.428571,0.818182
7925,3.31,0.92598,30,21,0.38961,0.7
7926,0.01,0.736451,28,25,0.363636,0.892857
7927,0.01,0.828034,24,20,0.311688,0.833333
7928,0.01,0.86994,29,21,0.376623,0.724138
7929,0.01,0.73918,32,28,0.415584,0.875
7930,0.01,0.84728,28,25,0.363636,0.892857
7931,0.01,0.855105,32,28,0.415584,0.875
7932,0.01,0.747723,23,19,0.298701,0.826087
7933,0.01,0.725136,31,25,0.402597,0.806452
7934,0.01,0.708639,29,25,0.376623,0.862069
7935,0.01,0.849737,27,21,0.350649,0.777778
7936,0.01,0.677716,26,26,0.337662,1.0
7937,0.01,0.741017,26,22,0.337662,0.846154
7938,0.01,0.797598,28,25,0.363636,0.892857
7939,0.01,0.758693,30,27,0.38961,0.9
7940,0.01,0.751519,31,27,0.402597,0.870968
7941,0.01,0.784859,28,25,0.363636,0.892857
7942,0.01,0.771368,29,25,0.376623,0.862069
7943,0.01,0.727863,30,25,0.38961,0.833333
7944,0.01,0.727246,34,28,0.441558,0.823529
7945,0.01,0.765841,28,23,0.363636,0.821429
7946,0.01,0.874686,29,25,0.376623,0.862069
7947,0.01,0.730793,27,22,0.350649,0.814815
7948,0.01,0.844958,28,20,0.363636,0.714286
7949,0.01,0.727863,30,25,0.38961,0.833333
